russian_title,english_title,rating,vote_count,genre,director,is_film,start_year,end_year,duration_minutes,country,actors
Здесь слышен океан,Umi ga kikoeru,6.9,10185.0,аниме,Томоми Мотидзуки,True,1993.0,,72.0,Япония,Нобуо Тобита|Тосихико Сэки
Проект: Время назад,The Desert Project,5.2,10179.0,фантастика,Илья Танк Шилов,True,2020.0,,95.0,США,Илья Танк Шилов|Наоми Наварре
Обыкновенная магия,The Magic of Ordinary Days,7.6,10178.0,драма,Брент Шилдс,True,2005.0,,98.0,Канада,Кери Рассел|Скит Ульрих
Даже мыши попадают в рай,I mysi patrí do nebe,7.8,10176.0,мультфильм,Ян Бубеничек,True,2021.0,,88.0,Чехия,Симона Берман|Грэм Халстед
Баскетбол Куроко: Последняя игра,Gekijouban Kuroko no basuke: Last Game,7.4,10176.0,аниме,Сюнсукэ Тада,True,2017.0,,91.0,Япония,Соитиро Хоси|Ёсимаса Хосоя
Дальше по коридору,Down a Dark Hall,5.2,10175.0,ужасы,Родриго Кортес,True,2016.0,,96.0,США,Аннасофия Робб|Ума Турман
Таинственная комната,La stanza,5.5,10173.0,ужасы,Стефано Лодовики,True,2020.0,,82.0,Италия,Гуидо Каприно|Камилла Филиппи
Озорной поцелуй,Jangnanseureon kiseu,7.9,10172.0,мелодрама,Хван Ин-нве,False,,,,Корея Южная,Ким Хён-джун|Чон Со-мин
Триплексоголик,XXXHOLiC,8.0,10171.0,аниме,Цутому Мидзусима,False,2006.0,2006.0,,Япония,Саяка Охара|Дзюн Фукуяма
Зубы,Teeth,4.3,10170.0,ужасы,Митчелл Лихтенштейн,True,2007.0,,94.0,США,Джесс Вейкслер|Джон Хенсли
Достать коротышку,Get Shorty,8.0,10167.0,комедия,Адам Аркин,False,2017.0,2017.0,,США,Крис О’Дауд|Рэй Романо
Расплата,The Debt,6.8,10167.0,триллер,Джон Мэдден,True,2010.0,,113.0,США,Хелен Миррен|Джессика Честейн
Тайная жизнь слов,The Secret Life of Words,7.8,10167.0,драма,Изабель Койшет,True,2005.0,,115.0,Испания,Сара Полли|Тим Роббинс
Меч чужака,Stranger: Mukou Hadan,7.7,10167.0,аниме,Масахиро Андо,True,2007.0,,103.0,Япония,Томоя Нагасэ|Юри Тинэн
Репортерша,Whiskey Tango Foxtrot,6.4,10163.0,драма,Гленн Фикарра,True,2015.0,,112.0,США,Тина Фей|Марго Робби
Проклятая,Cursed,5.5,10162.0,фэнтези,Джон Ист,False,,,,США,Кэтрин Лэнгфорд|Девон Террелл
Человек кусает собаку,C'est arrivé près de chez vous,7.2,10162.0,криминал,Реми Бельво,True,1992.0,,95.0,Бельгия,Бенуа Пульворд|Реми Бельво
Когда я тебя любил,Neoreul saranghan sigan,7.6,10161.0,драма,Чо Су-вон,False,,,,Корея Южная,Ха Джи-вон|Ли Джин-ук
Потому что мы вместе,2gether,7.6,10161.0,мелодрама,Вирачит Тхонгйила,False,,,,Таиланд,Вачиравит Чивари|Метавин Опас-иамкайорн
Безбашенные,Renegades,5.5,10158.0,боевик,Стивен Куэйл,True,2016.0,,106.0,Франция,Салливан Стэплтон|Чарли Бьюли
Тариф на лунный свет,Mondscheintarif,7.4,10158.0,мелодрама,Ральф Хюттнер,True,2001.0,,93.0,Германия,Грэйс Саймон|Тим Бергманн
Все по новой,The Do-Over,5.8,10155.0,боевик,Стивен Брилл,True,2016.0,,108.0,США,Адам Сэндлер|Дэвид Спейд
Проклятие. Паранормальное видео,Baby Blue,5.4,10154.0,ужасы,Адам Мэйсон,True,2023.0,,85.0,США,Арамис Найт|Элли Иоаннидес
Похищенная,The Stolen Girl,6.6,10147.0,триллер,Ева Хассон,False,,,,Великобритания,Дениз Гоф|Холлидей Грейнджер
Температура любви,Sarangui ondo,7.6,10147.0,драма,Нам Гон,False,,,,Корея Южная,Со Хён-джин|Ян Сэ-джон
Спецназ: Львица,Special Ops: Lioness,7.2,10145.0,боевик,Джон Хиллкоут,False,2023.0,2023.0,,США,Зои Салдана|Лайсла Де Оливейра
Балетные туфельки,Ballet Shoes,7.0,10145.0,мюзикл,Сандра Голдбахер,True,2007.0,,85.0,Великобритания,Эмма Уотсон|Ясмин Пейдж
Космическая одиссея 2010,2010,6.9,10144.0,фантастика,Питер Хайамс,True,1984.0,,116.0,США,Рой Шайдер|Джон Литгоу
Когда мужчина любит женщину,When a Man Loves a Woman,7.4,10144.0,драма,Луис Мандоки,True,1994.0,,126.0,США,Энди Гарсиа|Мег Райан
Тупик,Dead Set,7.3,10144.0,ужасы,Ян Деманж,False,,,,Великобритания,Джейми Уинстон|Энди Найман
Красная ракета,Red Rocket,6.5,10138.0,драма,Шон Бэйкер,True,2021.0,,130.0,США,Саймон Рекс|Бри Элрод
Приключение,L'avventura,7.7,10138.0,драма,Микеланджело Антониони,True,1960.0,,144.0,Италия,Габриэле Ферцетти|Моника Витти
Затерянное место,Never Let Go,5.7,10136.0,ужасы,Александр Ажа,True,2024.0,,101.0,США,Холли Берри|Перси Даггс IV
Добро пожаловать в Самдалли,Welkeomtu Samdalli,8.2,10128.0,комедия,Чха Ён-хун,False,2023.0,2023.0,,Корея Южная,Чи Чхан-ук|Щин Хе-сон
Февраль,February,5.9,10128.0,ужасы,Осгуд Перкинс,True,2015.0,,93.0,Канада,Эмма Робертс|Кирнан Шипка
Университет,Greek,8.1,10128.0,драма,Майкл Ланж,False,2007.0,2007.0,,США,Спенсер Грэммер|Якоб Закар
Эксперимент: Зло,The Quiet Ones,4.8,10127.0,ужасы,Джон Пог,True,2014.0,,98.0,Великобритания,Джаред Харрис|Оливия Кук
Алькатрас,Alcatraz,6.7,10127.0,фантастика,Джек Бендер,False,,,,США,Сара Джонс|Сэм Нил
Исчезновение,The Vanishing,6.8,10123.0,триллер,Георге Слёйзер,True,1993.0,,105.0,США,Кифер Сазерленд|Джефф Бриджес
Вита и Вирджиния,Vita & Virginia,6.4,10121.0,драма,Чания Баттон,True,2018.0,,110.0,Великобритания,Джемма Артертон|Элизабет Дебики
Евангелион 3.0+1.0: Как-то раз,Evangelion: 3.0+1.0 Thrice Upon a Time,7.6,10120.0,аниме,Хидэаки Анно,True,2021.0,,155.0,Япония,Мэгуми Огата|Мэгуми Хаясибара
Восставший из ада 3: Ад на Земле,Hellraiser III: Hell on Earth,6.0,10118.0,ужасы,Энтони Хикокс,True,1992.0,,93.0,Великобритания,Даг Брэдли|Терри Фаррелл
Патриотизм Мориарти,Yuukoku no Moriarty,7.7,10117.0,аниме,Кадзуя Номура,False,2020.0,2020.0,,Япония,Такуя Сато|Тиаки Кобаяси
Инсайдеры,Naebujadeul,7.1,10116.0,триллер,У Мин-хо,True,2015.0,,130.0,Корея Южная,Ли Бён-хон|Чо Сын-у
Декабрьские мальчики,December Boys,7.1,10112.0,драма,Род Харди,True,2007.0,,105.0,Австралия,Дэниэл Рэдклифф|Ли Корми
Zero,,6.6,10110.0,драма,Талгад Жаныбеков,False,,,,Казахстан,Баглан Абдраимов|Олжас Абай
Линия горизонта,Horizon Line,5.5,10110.0,ужасы,Микаэль Марсимаин,True,2020.0,,92.0,Швеция,Эллисон Уильямс|Александр Дреймон
Детские игры 3,Child's Play 3,5.7,10109.0,ужасы,Джек Бендер,True,1991.0,,90.0,США,Джастин Уэйлин|Перри Ривз
Бизнес по-казахски,Қазақша бизнес,6.6,10108.0,комедия,Женисхан Момышев,True,2016.0,,90.0,Казахстан,Нурлан Коянбаев|Жан Байжанбаев
Плохой детектив,Nappeun hyeonsa,7.7,10106.0,детектив,Ким Дэ-джин,False,2018.0,2018.0,,Корея Южная,Щин Ха-гюн|Ли Соль
Молочная девочка,,6.1,10105.0,мелодрама,Мади Балжанов,False,,,,Казахстан,Асем Мейрамова|Чингиз Капин
Девять дней,Nine Days,6.8,10105.0,фэнтези,Эдсон Ода,True,2020.0,,124.0,США,Уинстон Дьюк|Зази Битц
Пришелец,Impostor,6.8,10101.0,фантастика,Гэри Фледер,True,2001.0,,95.0,США,Гэри Синиз|Мэделин Стоу
Ночь с Бет Купер,"I Love You, Beth Cooper",5.8,10100.0,мелодрама,Крис Коламбус,True,2009.0,,102.0,США,Хайден Панеттьери|Пол Руст
Чат для взрослых,Nightalk,5.5,10102.0,триллер,Дональд Шебиб,True,2022.0,,90.0,Канада,Эшли Брайант|Али Мукаддам
Астрал. Мёртвое сердце,Saheul,6.1,10095.0,ужасы,Хён Мун-соп,True,2024.0,,95.0,Корея Южная,Пак Щин-ян|Ли Мин-ги
Печальная баллада для трубы,Balada triste de trompeta,7.1,10090.0,ужасы,Алекс де ла Иглесиа,True,2010.0,,107.0,Испания,Карлос Аресес|Антонио де ла Торре
Крабат. Ученик колдуна,Krabat,6.2,10089.0,фэнтези,Марко Кройцпайнтнер,True,2008.0,,120.0,Германия,Давид Кросс|Даниэль Брюль
Королевство,Riget,7.4,10089.0,ужасы,Ларс фон Триер,False,1994.0,1994.0,,Дания,Сёрен Пильмарк|Гита Нёрбю
Идеальное Рождество,A Perfect Christmas,6.2,10081.0,мелодрама,Брайан К. Робертс,True,2016.0,,84.0,Канада,Сьюзи Абромейт|Диллон Кэйси
Стимбой,Steamboy,7.2,10076.0,аниме,Кацухиро Отомо,True,2004.0,,126.0,Япония,Аннэ Судзуки|Масанэ Цукаяма
Всё о докторе Тан,Guan yu tang yi sheng de yi qie,8.2,10074.0,драма,Вэнь Дэгуан,False,,,,Китай,Цинь Лань|Вэй Дасюнь
10 на 10,10x10,5.3,10072.0,триллер,Сьюзи Юинг,True,2018.0,,88.0,Великобритания,Келли Райлли|Люк Эванс
Монстры 2: Тёмный континент,Monsters: Dark Continent,4.7,10072.0,ужасы,Том Грин,True,2014.0,,119.0,Великобритания,Джонни Харрис|Сэм Кили
Секрет Тропиканки,Mulheres de Areia,6.0,10072.0,мелодрама,Игнасио Кокуэйро,False,,,,Бразилия,Глория Пирес|Гильерми Фонтис
Вне времени,Timeless,6.9,10067.0,фантастика,Грег Биман,False,2016.0,2016.0,,США,Эбигейл Спенсер|Мэтт Лантер
Азбука смерти,The ABCs of Death,4.2,10064.0,ужасы,Кааре Эндрюс,True,2012.0,,129.0,США,Эва Льорач|Микель Инсуа
Прорва,The Money Pit,7.5,10063.0,комедия,Ричард Бенджамин,True,1986.0,,87.0,США,Том Хэнкс|Шелли Лонг
В прямом эфире,Late Night,6.5,10062.0,драма,Ниша Ганатра,True,2019.0,,102.0,США,Эмма Томпсон|Минди Кейлинг
